DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
230409394,2023-06-15,2023-06-14,1800,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56,M,W,,Invest Cont,2900    HOLLISTER                    AV
230408563,2023-05-19,2023-05-18,1430,Hollenbeck,VIOLATION OF COURT ORDER,68,M,H,,Invest Cont,5100    ALHAMBRA                     AV
221418499,2022-11-02,2022-11-02,2130,Pacific,TRESPASSING,37,M,W,,Invest Cont,300    5TH                          AV
230609282,2023-05-02,2023-05-02,1851,Hollywood,BATTERY - SIMPLE ASSAULT,26,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5400    HOLLYWOOD                    BL
221818483,2022-10-04,2022-10-04,1200,Southeast,VIOLATION OF RESTRAINING ORDER,69,F,B,,Invest Cont,900 E  88TH                         ST
220319314,2022-10-28,2022-10-28,2150,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,F,B,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,3900    GIBRALTAR                    AV
220617045,2022-10-04,2022-07-17,0300,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,W,SHOTGUN,Adult Other,1100    LILLIAN                      WY
222116563,2022-11-11,2022-11-10,1800,Topanga,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,6900    QUAKERTOWN                   AV
221813977,2022-07-06,2022-07-01,0637,Southeast,THEFT OF IDENTITY,37,F,H,,Invest Cont,200 W  120TH                        ST
231009647,2023-05-27,2023-05-27,1830,West Valley,DISTURBING THE PEACE,31,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7800    VANALDEN                     AV
231410182,2023-05-09,2023-05-09,1047,Pacific,SHOPLIFTING - PETTY THEFT ($950 & UNDER),47,M,X,,Invest Cont,13400    MAXELLA                      AV
220113613,2022-06-05,2022-05-30,1735,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,M,H,,Invest Cont,800 S  OLIVE                        ST
221117122,2022-12-06,2022-12-05,2215,Northeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),45,F,W,,Invest Cont,1800 N  ALEXANDRIA                   AV
220510293,2022-06-17,2022-06-16,0001,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),49,M,H,,Invest Cont,1000 W  PACIFIC COAST                HY
220319050,2022-10-24,2022-10-22,0913,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),69,F,B,,Invest Cont,2600    CRENSHAW                     BL
221612266,2022-09-10,2022-09-10,1220,Foothill,BATTERY - SIMPLE ASSAULT,58,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9700    STONEHURST                   AV
231712077,2023-06-26,2023-06-26,0700,Devonshire,ROBBERY,52,F,A,HAND GUN,Invest Cont,SHIRLEY
220517564,2022-12-29,2022-12-29,2130,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,15,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1200    ADAMITE                      TR
220319354,2022-10-30,2022-10-30,2130,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,H,BOTTLE,Invest Cont,1000 W  39TH                         PL
222019263,2022-10-31,2022-10-11,1110,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),68,F,O,,Invest Cont,1200 S  NORMANDIE                    AV
221412763,2022-06-21,2022-06-21,2025,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,73,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,BEACH                        AV
220913164,2022-08-29,2022-08-27,2300,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14300    BURBANK                      BL
230111669,2023-05-01,2023-05-01,1740,Central,BATTERY - SIMPLE ASSAULT,50,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300    BOYD                         ST
230308686,2023-04-01,2023-04-01,2055,Southwest,ROBBERY,22,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3700 S  LA BREA                      AV
220216005,2022-09-06,2022-09-06,1530,Rampart,ROBBERY,20,M,W,HAND GUN,Invest Cont,1100 W  6TH                          ST
230310216,2023-05-01,2023-05-01,1510,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,B,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,3900    BRIGHTON                     AV
221220844,2022-09-14,2022-09-10,0500,77th Street,THEFT OF IDENTITY,52,F,H,,Invest Cont,400 E  82ND                         ST
221712112,2022-08-08,2022-08-08,2200,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,W,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,8800    CANBY                        AV
231909974,2023-05-31,2023-05-31,2030,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,9900 N  SEPULVEDA                    BL
220712562,2022-08-05,2022-04-29,1200,Wilshire,DOCUMENT FORGERY / STOLEN FELONY,41,F,W,,Invest Cont,100 N  CLARK                        DR
230908120,2023-04-13,2023-04-11,0842,Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,M,W,,Invest Cont,14900    RAYMER                       ST
232006266,2023-02-25,2023-02-25,1038,Olympic,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,F,H,VERBAL THREAT,Adult Other,200 S  SERRANO                      AV
221412326,2022-06-07,2022-06-06,1900,Pacific,BURGLARY FROM VEHICLE,20,M,H,,Invest Cont,11500    AVIATION                     BL
221515711,2022-10-02,2022-10-02,0100,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25,F,W,,Invest Cont,5300    CARTWRIGHT                   AV
220813193,2022-08-13,2022-08-13,1805,West LA,ROBBERY,30,M,H,REVOLVER,Invest Cont,2000 S  HOLT                         AV
231400511,2023-01-06,2023-01-06,0020,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),33,F,H,,Invest Cont,300    WORLD WAY
231504226,2023-01-06,2023-01-05,1321,N Hollywood,THEFT OF IDENTITY,33,F,H,,Invest Cont,7400    DENNY                        AV
222115993,2022-10-29,2022-10-28,2100,Topanga,BURGLARY FROM VEHICLE,34,F,B,,Invest Cont,7500    CHAMINADE                    AV
230111875,2023-05-05,2023-05-04,1815,Central,THEFT PLAIN - PETTY ($950 & UNDER),28,F,H,,Invest Cont,800 N  ALAMEDA                      ST
231508402,2023-04-11,2023-04-03,1230,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,M,B,,Invest Cont,4400    SIMPSON                      AV
230114320,2023-06-16,2023-06-16,0840,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20,M,W,,Invest Cont,900 S  BROADWAY
220818542,2022-12-24,2022-12-24,2230,West LA,PICKPOCKET,32,M,H,,Invest Cont,11200    EXPOSITION                   BL
221110588,2022-06-19,2022-06-19,0400,Northeast,BURGLARY FROM VEHICLE,52,F,W,,Invest Cont,2100    VALENTINE                    ST
221613425,2022-10-18,2022-10-18,0645,Foothill,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,M,H,VERBAL THREAT,Adult Arrest,13300    GOLETA                       ST
231505810,2023-02-13,2023-02-13,1050,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10900    BLUFFSIDE                    DR
231304603,2023-01-12,2023-01-12,0615,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),67,M,H,,Invest Cont,1000 E  52ND                         PL
231105545,2023-02-08,2023-02-07,1455,Northeast,THEFT OF IDENTITY,48,M,O,,Invest Cont,2200    SAN FERNANDO                 RD
231509604,2023-04-26,2023-03-24,1900,N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",52,M,O,,Invest Cont,12700    CHANDLER                     BL
220312981,2022-06-29,2022-06-29,0710,Southwest,VIOLATION OF COURT ORDER,49,F,H,,Adult Other,5600    CARLIN                       ST
221718325,2022-12-28,2022-12-23,1809,Devonshire,THEFT OF IDENTITY,30,F,W,,Invest Cont,9500    RESEDA                       BL
220318117,2022-10-08,2022-10-08,0940,Southwest,BRANDISH WEAPON,46,F,H,KNIFE WITH BLADE 6INCHES OR LESS,Adult Other,5000    OBAMA                        BL
220810801,2022-06-15,2022-06-15,1720,West LA,BURGLARY,39,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1200 S  SHERBOURNE                   DR
231500762,2023-05-27,2023-05-27,0845,N Hollywood,BRANDISH WEAPON,35,F,B,SEMI-AUTOMATIC RIFLE,Adult Arrest,6100    RADFORD                      AV
220516055,2022-11-16,2022-11-16,0930,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,F,W,,Invest Cont,19900    HAMILTON                     AV
220318393,2022-10-13,2022-10-02,0230,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,F,B,,Adult Arrest,5700    CORBETT                      ST
220711548,2022-07-12,2022-01-01,1000,Wilshire,STALKING,51,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4600    SATURN                       ST
230806160,2023-01-30,2023-01-24,0925,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",41,M,W,,Invest Cont,1900    MANNING                      AV
221714843,2022-10-17,2022-10-17,1100,Devonshire,"BURGLARY, ATTEMPTED",39,F,O,,Invest Cont,18300    KINGSBURY                    ST
220122453,2022-10-11,2022-10-08,2300,Central,THEFT PLAIN - PETTY ($950 & UNDER),21,F,V,,Invest Cont,700 S  BROADWAY
230307880,2023-03-17,2023-02-12,0300,Southwest,THEFT OF IDENTITY,38,M,B,,Invest Cont,4000 S  MUIRFIELD                    RD
220321779,2022-12-12,2022-12-05,1241,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,X,X,,Invest Cont,S  HOOVER
220117696,2022-08-06,2022-08-05,1600,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),26,F,W,,Invest Cont,1000 S  GRAND                        AV
231212049,2023-05-15,2023-05-15,0905,77th Street,BRANDISH WEAPON,24,M,B,KITCHEN KNIFE,Invest Cont,HOBART
221217770,2022-08-02,2022-08-02,2230,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,F,V,,Invest Cont,10200 S  HOBART                       BL
230111672,2023-05-02,2023-05-02,0630,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,B,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,300 S  HILL                         ST
221319376,2022-10-15,2022-10-08,0130,Newton,BURGLARY FROM VEHICLE,39,M,W,,Invest Cont,2100 S  BROADWAY
220313813,2022-07-14,2022-07-14,1540,Southwest,VIOLATION OF COURT ORDER,39,F,H,,Invest Cont,41ST                         DR
221712706,2022-08-24,2022-08-24,0915,Devonshire,EXTORTION,61,M,B,,Invest Cont,12000    LOUISE                       AV
220615872,2022-09-12,2022-09-11,1500,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",61,F,B,,Invest Cont,5500 W  SUNSET                       BL
221512873,2022-07-29,2022-07-29,1400,N Hollywood,BURGLARY,63,M,W,,Invest Cont,6300    BAKMAN                       AV
220620217,2022-12-16,2022-12-16,0825,Hollywood,BATTERY - SIMPLE ASSAULT,28,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1800    VINE                         ST
220816518,2022-11-06,2022-11-06,2030,West LA,VIOLATION OF COURT ORDER,81,F,W,,Invest Cont,11500    NEBRASKA                     AV
221811956,2022-06-02,2022-06-02,0517,Southeast,THEFT OF IDENTITY,29,F,H,,Invest Cont,11300    COMPTON                      AV
221710790,2022-06-29,2022-06-29,2056,Devonshire,BATTERY - SIMPLE ASSAULT,57,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10300    HILLVIEW                     AV
222015264,2022-09-24,2022-09-08,1230,Olympic,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",66,F,A,,Invest Cont,2800    JAMES M WOOD                 BL
220119172,2022-08-27,2022-08-26,1203,Central,BATTERY - SIMPLE ASSAULT,56,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 E  7TH                          ST
230406455,2023-03-16,2023-03-16,0700,Hollenbeck,BATTERY - SIMPLE ASSAULT,54,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4TH
220616842,2022-09-30,2022-09-30,1900,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),65,F,O,,Invest Cont,5500    HOLLYWOOD                    BL
221510517,2022-06-01,2022-05-29,2045,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",41,M,O,,Invest Cont,3200    VELMA                        DR
220816244,2022-10-30,2022-10-30,0545,West LA,TRESPASSING,35,M,W,,Invest Cont,1700 S  WOOSTER                      ST
221414013,2022-07-19,2022-07-18,1630,Pacific,DISTURBING THE PEACE,71,F,B,,Invest Cont,11100    WESTMINSTER                  AV
230401126,2023-06-30,2023-06-30,1700,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,H,FOLDING KNIFE,Invest Cont,1900    MARENGO                      ST
230505684,2023-02-15,2023-02-14,1400,Harbor,BIKE - STOLEN,37,M,H,,Invest Cont,400 W  6TH                          ST
220617346,2022-10-11,2022-10-04,0732,Hollywood,THEFT OF IDENTITY,46,M,W,,Invest Cont,1100 N  WESTERN                      AV
231213472,2023-06-06,2023-06-06,0915,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),51,F,A,,Invest Cont,1700 W  53RD                         ST
220321525,2022-12-08,2022-12-07,0100,Southwest,BATTERY - SIMPLE ASSAULT,28,M,H,SEMI-AUTOMATIC PISTOL,Invest Cont,MARTIN LUTHER KING JR        BL
230113517,2023-06-03,2023-06-03,0245,Central,BATTERY - SIMPLE ASSAULT,63,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 N  ALHAMBRA                     AV
230505978,2023-02-23,2023-02-23,1140,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,M,O,,Invest Cont,700 W  190TH                        ST
221821202,2022-11-27,2022-11-27,0800,Southeast,VIOLATION OF RESTRAINING ORDER,56,F,B,PHYSICAL PRESENCE,Invest Cont,9900 S  CENTRAL                      AV
220511993,2022-08-01,2022-07-29,2200,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,59,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1500    261ST                        ST
221313544,2022-06-27,2022-06-01,1201,Newton,THEFT OF IDENTITY,30,M,B,,Invest Cont,200 E  25TH                         ST
220120552,2022-09-15,2022-09-15,1105,Central,BATTERY - SIMPLE ASSAULT,27,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 W  TEMPLE                       ST
232009596,2023-03-08,2023-03-04,1755,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),26,M,A,,Invest Cont,100 N  MARIPOSA                     AV
232012253,2023-06-29,2023-06-29,0521,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,F,L,,Invest Cont,500 N  SERRANO                      AV
222015553,2022-10-07,2022-10-06,2130,Olympic,FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),45,F,H,,Invest Cont,1000 S  KINGSLEY                     DR
231305512,2023-01-31,2023-01-05,1200,Newton,BURGLARY,62,F,A,,Invest Cont,1100 E  14TH                         ST
230212121,2023-06-07,2023-06-02,2000,Rampart,BURGLARY FROM VEHICLE,31,F,B,,Invest Cont,1100 W  6TH                          ST
231604568,2023-01-18,2023-01-05,0330,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41,M,H,,Invest Cont,8000    RADFORD                      AV
220916462,2022-11-23,2022-11-04,0800,Van Nuys,DOCUMENT FORGERY / STOLEN FELONY,18,F,H,,Invest Cont,14700    ERWIN                        ST
220122713,2022-10-18,2022-10-13,1400,Central,ROBBERY,61,M,B,OTHER KNIFE,Invest Cont,500 S  HILL                         ST
220316455,2022-09-07,2022-09-07,2300,Southwest,DISCHARGE FIREARMS/SHOTS FIRED,21,X,X,UNKNOWN FIREARM,Invest Cont,3700    SANTA ROSALIA                DR
220814156,2022-09-06,2020-09-02,1400,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",58,F,W,,Invest Cont,10000    CIELO                        DR
220912653,2022-08-16,2022-07-28,0700,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),29,F,X,,Invest Cont,14600    SHERMAN                      WY
231310752,2023-05-15,2023-05-15,1438,Newton,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,F,H,,Invest Cont,4000 S  MAIN                         ST
220316382,2022-09-06,2022-09-04,2200,Southwest,"BURGLARY FROM VEHICLE, ATTEMPTED",30,M,O,,Invest Cont,2300    SCARFF                       ST
221220951,2022-10-05,2022-10-05,0900,77th Street,BURGLARY,23,F,H,,Invest Cont,7800    TOWNE                        AV
220914530,2022-10-02,2022-10-01,2000,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",80,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,VAN NUYS                     BL
221820247,2022-11-05,2022-11-05,1945,Southeast,ROBBERY,64,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,GRAPE                        ST
232104694,2023-01-20,2022-11-28,0900,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,O,KNIFE WITH BLADE 6INCHES OR LESS,Adult Other,22100    ARCHWOOD                     ST
220123633,2022-10-30,2022-10-28,2230,Central,THEFT PLAIN - PETTY ($950 & UNDER),38,F,W,,Invest Cont,600 S  BROADWAY
221716947,2022-12-03,2022-12-02,0830,Devonshire,BURGLARY FROM VEHICLE,34,F,H,,Invest Cont,20000    PRAIRIE                      ST
231204025,2022-12-31,2022-12-31,1538,77th Street,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),42,M,H,,Invest Cont,5800 S  VERMONT                      AV
231406899,2023-03-11,2023-03-11,0130,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,36,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200    VENICE                       WY
220315164,2022-08-15,2022-08-15,1700,Southwest,"THEFT, PERSON",12,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,MARTIN LUTHER KING JR        BL
230908277,2023-04-17,2023-04-17,0220,Van Nuys,OTHER MISCELLANEOUS CRIME,37,M,B,,Adult Arrest,7200 N  SEPULVEDA                    BL
221714411,2022-10-06,2022-10-05,0615,Devonshire,THEFT OF IDENTITY,49,M,B,,Invest Cont,17400    NORDHOFF                     ST
231200673,2023-06-25,2023-06-23,2150,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,B,UNKNOWN FIREARM,Invest Cont,81ST                         PL
231606859,2023-04-01,2023-03-29,0442,Foothill,THEFT OF IDENTITY,41,F,H,,Invest Cont,7800    CLAYBECK                     AV
221612779,2022-09-27,2022-09-26,0500,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,F,B,,Invest Cont,12900    CARL                         PL
221612600,2022-09-21,2022-09-21,0340,Foothill,ARSON,41,M,H,FIRE,Invest Cont,SUNLAND                      BL
221214018,2022-06-17,2022-06-17,0645,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,M,B,,Invest Cont,200 E  84TH                         ST
221016326,2022-11-09,2022-11-07,1900,West Valley,BURGLARY FROM VEHICLE,41,M,W,,Invest Cont,17900    SHERMAN                      WY
230708382,2023-04-11,2023-04-11,1544,Wilshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,70,F,W,VERBAL THREAT,Invest Cont,10 EAST FWY
220322385,2022-12-26,2022-12-26,1200,Southwest,CONTEMPT OF COURT,62,F,B,,Adult Other,4000    CHERRYWOOD                   AV
220124682,2022-11-18,2022-11-18,0415,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6TH
220317881,2022-10-05,2022-10-05,0300,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,19,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2700 W  48TH                         ST
220321829,2022-12-14,2022-12-14,0015,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,46,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4900    CRENSHAW                     BL
220813005,2022-08-08,2022-08-06,1300,West LA,"BURGLARY, ATTEMPTED",58,M,H,,Invest Cont,11600 W  PICO                         BL
221321839,2022-12-03,2022-12-03,0601,Newton,THEFT OF IDENTITY,22,F,B,,Invest Cont,5900 S  SAN PEDRO                    ST
231304415,2023-01-08,2023-01-08,0714,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 E  60TH                         ST
221911133,2022-06-22,2022-02-08,1430,Mission,THEFT OF IDENTITY,22,M,H,,Invest Cont,14500    OLIVE VIEW                   DR
230909408,2023-05-15,2023-05-14,1145,Van Nuys,BURGLARY,33,M,O,,Invest Cont,14100    BURBANK                      BL
222113276,2022-08-19,2022-08-19,1735,Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),50,M,W,,Invest Cont,21800    VICTORY                      BL
221610203,2022-07-07,2022-07-02,0800,Foothill,THEFT OF IDENTITY,33,F,H,,Invest Cont,7900    TALL PINE                    CT
220715834,2022-10-28,2022-10-27,1100,Wilshire,BATTERY - SIMPLE ASSAULT,58,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600 S  RIMPAU                       BL
221911233,2022-06-25,2022-06-25,2300,Mission,BATTERY - SIMPLE ASSAULT,70,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,DEVONSHIRE                   ST
221712697,2022-06-24,2022-05-24,1335,Devonshire,THEFT OF IDENTITY,25,F,O,,Invest Cont,9500    FULLBRIGHT                   AV
230911110,2023-06-27,2023-06-13,0001,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",54,F,H,,Invest Cont,14500    VICTORY                      BL
230609946,2023-05-18,2023-05-18,1445,Hollywood,THEFT OF IDENTITY,60,M,W,,Invest Cont,1100 N  HOBART                       BL
221611874,2022-08-29,2022-08-29,1830,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,47,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12900    KAMLOOPS                     ST
220813690,2022-08-24,2022-08-21,1800,West LA,BURGLARY FROM VEHICLE,22,M,W,,Invest Cont,500    MIDVALE                      AV
232007932,2023-04-09,2023-04-08,1920,Olympic,CRIMINAL THREATS - NO WEAPON DISPLAYED,44,F,H,VERBAL THREAT,Invest Cont,500 S  ALEXANDRIA                   AV
230607118,2023-03-12,2023-03-12,1940,Hollywood,OTHER ASSAULT,24,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,ROMAINE
230708740,2023-04-20,2023-04-19,1800,Wilshire,BURGLARY FROM VEHICLE,33,F,B,,Invest Cont,DETROIT
220318150,2022-10-08,2022-10-08,1740,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,X,X,,Invest Cont,2800    CRENSHAW                     BL
220717892,2022-12-17,2022-12-17,1500,Wilshire,VIOLATION OF TEMPORARY RESTRAINING ORDER,76,F,O,,Invest Cont,6000    CADILLAC                     AV
220816624,2022-11-10,2022-11-10,1205,West LA,TRESPASSING,55,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 N  BUNDY                        DR
230609152,2023-04-30,2023-04-30,1250,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,W,HAND GUN,Invest Cont,YUCCA
230312368,2023-06-17,2023-06-17,1700,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),22,X,X,,Invest Cont,4000 S  WESTERN                      AV
231409973,2023-03-09,2023-03-03,0930,Pacific,THEFT OF IDENTITY,56,F,A,,Invest Cont,3700    MOUNTAIN VIEW                AV
221015573,2022-10-23,2022-10-23,2000,West Valley,TRESPASSING,32,F,H,,Adult Other,8200    GARDEN GROVE                 AV
221114306,2022-09-25,2022-09-22,1000,Northeast,BURGLARY FROM VEHICLE,28,M,W,,Invest Cont,4300    GRIFFITH PARK                DR
221212914,2022-06-01,2022-06-01,1550,77th Street,BATTERY - SIMPLE ASSAULT,32,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4700 S  FIGUEROA                     ST
220710283,2022-06-10,2022-06-10,2130,Wilshire,ROBBERY,30,M,H,HAND GUN,Invest Cont,4400 W  PICO                         BL
231906379,2023-02-27,2023-02-24,1605,Mission,THEFT OF IDENTITY,28,F,H,,Invest Cont,13000    NORRIS                       AV
221701242,2022-12-02,2022-12-02,2150,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,19100    BRYANT                       ST
222115414,2022-10-14,2022-10-11,2215,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",55,M,X,VERBAL THREAT,Adult Other,7800    OSO                          AV
230307027,2023-02-27,2023-02-27,1145,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,B,VERBAL THREAT,Invest Cont,CRENSHAW                     BL
221416424,2022-09-13,2022-09-12,2300,Pacific,BRANDISH WEAPON,53,M,W,HAND GUN,Invest Cont,MANCHESTER
220916143,2022-11-14,2022-11-11,1330,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56,F,W,,Invest Cont,5000    MATILIJA                     AV
220617531,2022-10-15,2022-10-15,0200,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7000 W  SUNSET                       BL
221016395,2022-11-11,2022-11-11,2320,West Valley,BRANDISH WEAPON,23,M,W,VERBAL THREAT,Adult Arrest,19600    VANOWEN                      ST
